nquest,stock_participation,mutual_fund_or_etf,direct_listed_stock,income,log_income,education,age,age_centered,age_centered_squared,region,household_size,female_head,weight
639331,0,0,0,27761.926,10.2314205,Upper secondary,60,5,25,North,1,1,6.6634736
639575,0,0,0,12579.595,9.439832,Primary or less,84,29,73,North,1,1,1.4331294
639924,0,0,0,12015.68,9.393968,Lower secondary,54,-1,1,South and Islands,4,1,0.57035273
639971,0,0,0,23800.0,10.077441,Lower secondary,53,-2,4,South and Islands,4,0,3.857434
640164,1,1,1,73166.805,11.200497,Upper secondary,74,19,105,Centre,2,0,0.30546513
641084,0,0,0,12081.568,9.399436,Lower secondary,75,20,-112,South and Islands,1,1,0.3640899
648534,0,0,0,16553.13,9.714331,Primary or less,68,13,-87,South and Islands,2,0,0.34915352
648636,0,0,0,10935.68,9.299786,Upper secondary,55,0,0,South and Islands,2,0,0.20377345
649032,0,0,0,31332.3,10.352405,Lower secondary,72,17,33,North,2,0,2.9876888
649054,0,0,0,32050.438,10.375066,Lower secondary,56,1,1,North,4,0,5.495023
649071,1,1,0,19322.662,9.869034,Primary or less,73,18,68,North,2,1,2.0744731
649089,0,0,0,47567.04,10.769896,Lower secondary,58,3,9,North,4,0,3.7483041
650027,0,0,0,17315.68,9.759368,Lower secondary,67,12,-112,North,1,0,0.724736
650091,0,0,0,31676.898,10.363343,Lower secondary,77,22,-28,South and Islands,3,1,1.7567827
670362,0,0,0,38798.902,10.566147,Primary or less,75,20,-112,South and Islands,3,1,2.2076952
670485,0,0,0,39797.586,10.591561,Primary or less,68,13,-87,South and Islands,2,0,1.7457011
670670,0,0,0,15354.446,9.63916,Primary or less,83,28,16,South and Islands,1,0,0.48766336
670711,0,0,0,34841.43,10.458563,Upper secondary,61,6,36,North,3,1,0.3353022
670762,0,0,0,19797.04,9.893288,Primary or less,75,20,-112,South and Islands,1,1,2.220753
670853,0,0,0,19215.68,9.8634815,Primary or less,60,5,25,South and Islands,3,1,0.63755447
670857,0,0,0,21850.414,9.991975,Lower secondary,49,-6,36,South and Islands,5,1,0.23695233
671152,1,1,1,43135.22,10.672095,Upper secondary,54,-1,1,North,4,1,8.287395
671153,0,0,0,73638.55,11.2069235,Upper secondary,72,17,33,North,2,0,3.6963239
671206,0,0,0,69460.63,11.148516,University,57,2,4,Centre,4,0,0.7231915
671362,0,0,0,36402.54,10.502394,University,67,12,-112,Centre,1,1,0.99407023
671480,0,0,0,31281.36,10.350778,Lower secondary,53,-2,4,North,4,0,1.8902498
671520,1,1,0,47697.637,10.772637,Lower secondary,58,3,9,Centre,3,0,5.470259
671698,0,0,0,45031.05,10.715108,Primary or less,84,29,73,Centre,3,0,2.1899424
671841,1,1,0,86832.8,11.371739,University,57,2,4,Centre,3,0,1.1934593
671893,0,0,0,68450.17,11.133862,Lower secondary,47,-8,64,North,4,1,3.0461705
672417,0,0,0,47214.727,10.762461,Upper secondary,48,-7,49,North,3,0,0.43364137
672486,0,0,0,23431.36,10.0618305,Primary or less,79,24,64,South and Islands,2,0,0.11953207
672541,1,1,1,66803.28,11.109508,Upper secondary,81,26,-92,North,2,1,0.2082261
672620,0,0,0,20115.68,9.909255,Lower secondary,66,11,121,Centre,1,1,0.57020015
672679,0,0,0,41977.52,10.64489,Lower secondary,76,21,-71,North,2,0,3.6865687
673050,0,0,0,36974.71,10.517989,Upper secondary,78,23,17,North,2,0,2.5971966
673145,1,0,0,60450.777,11.009584,Upper secondary,52,-3,9,North,4,0,0.62096244
673451,1,1,0,91200.625,11.420817,Upper secondary,70,15,-31,Centre,2,0,0.17328435
673452,0,0,0,51647.04,10.852188,Lower secondary,55,0,0,Centre,3,0,1.3237222
673467,0,0,0,38047.04,10.546578,Lower secondary,56,1,1,South and Islands,3,0,1.0546876
673540,0,0,0,29650.977,10.297251,Lower secondary,67,12,-112,North,2,0,0.44369942
673661,0,0,0,56515.68,10.942273,University,88,33,65,South and Islands,2,0,0.03480541
673816,0,0,0,28496.271,10.257528,Primary or less,79,24,64,North,2,0,0.67477083
673847,0,0,0,13000.0,9.472705,Primary or less,79,24,64,South and Islands,2,0,0.28655875
673882,0,0,0,79488.234,11.283364,Lower secondary,53,-2,4,North,4,0,0.39754835
673963,0,0,0,29783.834,10.301721,Upper secondary,96,41,-111,North,1,1,0.7568062
674105,0,0,0,24414.111,10.102917,Lower secondary,62,7,49,North,2,0,1.879973
674106,0,0,0,30266.795,10.317806,Upper secondary,59,4,16,North,1,1,3.3874056
674196,1,1,0,28461.916,10.256322,Upper secondary,77,22,-28,North,2,0,2.1155643
674229,0,0,0,37152.508,10.522786,Lower secondary,76,21,-71,South and Islands,3,0,0.088498555
674239,0,0,0,56044.156,10.933895,Upper secondary,63,8,64,South and Islands,2,0,0.08115654
674281,0,0,0,18007.932,9.798568,Lower secondary,63,8,64,South and Islands,2,1,0.1413197
674283,0,0,0,15254.36,9.632621,Primary or less,79,24,64,South and Islands,1,1,0.3678371
674287,0,0,0,24882.584,10.121923,Lower secondary,68,13,-87,South and Islands,2,0,0.10926969
674379,0,0,0,9600.0,9.169518,Lower secondary,50,-5,25,South and Islands,5,0,2.6238732
674572,0,0,0,12370.719,9.423088,Primary or less,75,20,-112,South and Islands,1,1,0.26382416
674842,0,0,0,37801.35,10.5401,Lower secondary,49,-6,36,North,4,1,7.880553
674868,1,0,1,71525.13,11.177804,Upper secondary,49,-6,36,North,5,1,4.3906255
674968,0,0,0,34200.0,10.4399805,Lower secondary,83,28,16,South and Islands,3,0,3.6112103
674970,0,0,0,33213.207,10.410703,Primary or less,69,14,-60,South and Islands,3,0,2.1371825
674974,0,0,0,20300.0,9.918376,Primary or less,69,14,-60,South and Islands,2,0,1.944409
675086,0,0,0,36862.574,10.514952,Upper secondary,72,17,33,Centre,1,1,0.7588947
675265,0,0,0,43606.29,10.682957,Lower secondary,70,15,-31,North,3,0,3.1535196
675280,0,0,0,55356.797,10.921555,Upper secondary,55,0,0,Centre,4,1,2.916358
675334,0,0,0,26619.408,10.189396,Upper secondary,59,4,16,South and Islands,4,0,6.6553736
675667,0,0,0,20407.84,9.923675,Primary or less,79,24,64,South and Islands,1,1,1.208525
675739,1,0,1,44339.836,10.699638,Upper secondary,73,18,68,North,1,1,0.7553444
675801,0,0,0,51031.36,10.840196,Upper secondary,60,5,25,Centre,4,0,1.34919
676304,0,0,0,22203.293,10.007996,Primary or less,59,4,16,South and Islands,2,1,3.7277346
676374,0,0,0,22059.408,10.001494,Lower secondary,79,24,64,Centre,1,1,0.5972298
676521,0,0,0,51580.21,10.850893,Lower secondary,88,33,65,Centre,3,0,0.26911497
676557,0,0,0,25937.63,10.16345,Primary or less,84,29,73,Centre,1,1,0.7769805
676580,0,0,0,18947.213,9.849412,Primary or less,96,41,-111,North,1,1,4.258084
676807,0,0,0,12460.0,9.430279,Lower secondary,62,7,49,South and Islands,1,1,5.141323
676844,0,0,0,379294.94,12.846069,Primary or less,71,16,0,South and Islands,3,1,0.0003847637
676851,0,0,0,14957.213,9.612949,Primary or less,70,15,-31,South and Islands,2,0,1.1003666
676941,0,0,0,9359.077,9.144102,Primary or less,73,18,68,South and Islands,1,0,2.0040426
677112,0,0,0,38178.77,10.5500345,University,66,11,121,Centre,1,1,2.576314
677167,0,0,0,36936.35,10.516952,University,72,17,33,North,1,1,0.6276841
677195,1,1,1,57018.29,10.951127,University,71,16,0,Centre,2,1,0.06999027
677474,0,0,0,40684.844,10.613611,Upper secondary,85,30,-124,South and Islands,2,0,1.9581912
677475,0,0,0,35063.312,10.4649105,Lower secondary,73,18,68,South and Islands,2,0,1.9529527
677476,0,0,0,10493.136,9.258476,Primary or less,84,29,73,South and Islands,1,1,3.9378388
677489,0,0,0,71009.76,11.170572,Upper secondary,67,12,-112,South and Islands,1,1,4.7821913
677946,1,1,0,94782.164,11.459336,University,87,32,0,North,2,0,0.10035855
678132,0,0,0,4515.366,8.415241,Lower secondary,64,9,81,South and Islands,1,0,0.2590873
678160,0,0,0,67009.41,11.112588,Upper secondary,57,2,4,South and Islands,3,0,0.51044685
680143,0,0,0,31129.643,10.345916,Upper secondary,78,23,17,North,1,1,0.771081
680239,0,0,0,14790.767,9.601758,Primary or less,83,28,16,North,1,1,3.0504982
680244,1,1,0,73871.3,11.210079,Upper secondary,54,-1,1,North,4,0,3.4295208
680430,0,0,0,16815.68,9.730067,Lower secondary,59,4,16,South and Islands,2,0,0.6022426
680537,0,0,0,75453.37,11.23127,Lower secondary,55,0,0,North,4,0,3.6844394
680587,1,1,0,40637.883,10.612456,Upper secondary,54,-1,1,South and Islands,4,0,1.0711845
681097,0,0,0,11737.631,9.370555,Primary or less,74,19,105,South and Islands,1,1,1.1722349
681192,0,0,0,30475.332,10.324673,Primary or less,83,28,16,North,2,0,0.83606327
681349,0,0,0,11570.0,9.356171,Lower secondary,75,20,-112,South and Islands,2,0,0.14684482
681387,0,0,0,15530.6455,9.650571,Lower secondary,61,6,36,North,1,1,0.22786278
681394,0,0,0,29121.098,10.279219,Upper secondary,51,-4,16,Centre,4,0,1.23866
681430,0,0,0,16340.187,9.701383,Lower secondary,74,19,105,North,1,0,7.8598523
681499,0,0,0,20311.36,9.918936,Primary or less,81,26,-92,Centre,1,1,2.056128
681520,0,0,0,20877.195,9.946413,Lower secondary,43,-12,-112,South and Islands,4,0,1.6557796
681668,0,0,0,26716.797,10.193048,Primary or less,82,27,-39,South and Islands,2,0,1.7936859
681822,0,0,0,26615.68,10.189256,Lower secondary,53,-2,4,South and Islands,4,0,4.5324593
682006,1,1,0,51057.18,10.840701,Upper secondary,86,31,-63,North,1,0,0.16051568
682169,0,0,0,19012.156,9.852834,Lower secondary,96,41,-111,North,1,1,0.4111747
682192,0,0,0,36775.438,10.512586,Upper secondary,81,26,-92,Centre,2,0,0.37319916
682204,0,0,0,31174.293,10.347349,Upper secondary,52,-3,9,South and Islands,4,1,0.5562819
682210,0,0,0,21694.078,9.984795,University,75,20,-112,South and Islands,1,1,2.118693
682240,1,1,0,40473.945,10.608414,Lower secondary,76,21,-71,North,2,0,0.33931214
682272,0,0,0,23604.344,10.069186,Lower secondary,56,1,1,North,2,0,4.8550286
682298,0,0,0,49931.36,10.818404,Primary or less,52,-3,9,North,5,1,0.13359615
682359,0,0,0,44883.766,10.711831,Upper secondary,61,6,36,South and Islands,4,0,5.9420867
682360,0,0,0,30522.477,10.326219,Primary or less,60,5,25,South and Islands,1,0,2.328869
682363,0,0,0,31956.447,10.372129,Upper secondary,84,29,73,South and Islands,1,0,1.9888917
682408,0,0,0,42957.383,10.667964,Upper secondary,43,-12,-112,Centre,3,1,0.7542244
682496,1,1,0,27839.66,10.234217,Upper secondary,67,12,-112,Centre,2,0,0.1810815
682732,0,0,0,4421.9517,8.394337,University,67,12,-112,South and Islands,1,1,2.5400133
682737,0,0,0,69785.19,11.153177,Upper secondary,73,18,68,South and Islands,3,0,0.057737485
682782,1,1,0,15681.701,9.66025,Lower secondary,75,20,-112,Centre,1,1,0.92783284
682812,0,0,0,48615.68,10.791701,Upper secondary,70,15,-31,Centre,2,0,0.6349627
682829,0,0,0,31141.748,10.346305,Upper secondary,78,23,17,North,1,0,4.8215184
682897,0,0,0,61735.97,11.0306225,Lower secondary,59,4,16,Centre,3,1,0.67326707
682918,0,0,0,41373.99,10.630407,Lower secondary,64,9,81,Centre,2,0,1.2855358
682969,0,0,0,23110.977,10.048063,Upper secondary,71,16,0,South and Islands,1,1,2.1844292
683034,0,0,0,57192.883,10.954185,Upper secondary,63,8,64,North,1,1,0.16379945
683043,0,0,0,20805.818,9.942988,Lower secondary,73,18,68,North,1,1,0.25023118
683119,0,0,0,57900.35,10.966478,Upper secondary,53,-2,4,North,3,0,0.4972071
683121,0,0,0,31672.477,10.363203,Primary or less,83,28,16,North,1,0,0.4918813
683164,0,0,0,86565.555,11.368657,Upper secondary,56,1,1,North,5,0,2.2484481
683177,0,0,0,21097.04,9.956888,Lower secondary,75,20,-112,South and Islands,2,0,0.18626563
683247,0,0,0,35273.066,10.470875,Lower secondary,68,13,-87,South and Islands,3,0,1.6022341
683248,0,0,0,20012.703,9.904122,Upper secondary,72,17,33,South and Islands,3,0,1.9958887
683349,0,0,0,109868.64,11.60704,University,56,1,1,North,7,0,0.36448318
683373,0,0,0,13000.0,9.472705,Upper secondary,52,-3,9,South and Islands,4,0,0.34544867
683399,1,1,0,39303.07,10.579058,University,71,16,0,North,1,0,0.14156131
683472,0,0,0,61877.79,11.032917,Upper secondary,64,9,81,North,4,0,2.6358767
683645,0,0,0,28121.135,10.244277,Upper secondary,77,22,-28,Centre,2,1,0.8062599
683650,0,0,0,24980.0,10.125831,Primary or less,72,17,33,Centre,2,1,0.8829799
683661,0,0,0,55446.617,10.923176,Upper secondary,71,16,0,South and Islands,2,0,0.221941
683669,0,0,0,28201.568,10.247133,Lower secondary,68,13,-87,South and Islands,3,0,0.34936282
683727,0,0,0,23460.752,10.063085,Primary or less,69,14,-60,South and Islands,3,1,1.4119782
683767,0,0,0,37464.52,10.53115,Upper secondary,68,13,-87,North,2,1,0.3093891
683782,0,0,0,10200.0,9.230143,Lower secondary,60,5,25,South and Islands,2,0,0.1513286
683785,0,0,0,33731.15,10.426177,Upper secondary,72,17,33,South and Islands,1,0,0.27397206
683896,0,0,0,29488.969,10.291772,Lower secondary,73,18,68,North,2,1,4.0961
683991,0,0,0,20400.0,9.92329,Lower secondary,60,5,25,South and Islands,3,1,0.54087704
684000,0,0,0,14400.0,9.574984,Primary or less,58,3,9,South and Islands,3,1,0.38560784
684063,0,0,0,27719.516,10.229892,Lower secondary,70,15,-31,South and Islands,2,0,0.22348987
684259,0,0,0,25204.703,10.134786,Upper secondary,53,-2,4,South and Islands,4,1,0.24918754
684279,0,0,0,16400.416,9.705062,Lower secondary,66,11,121,North,1,1,4.947582
684359,1,1,0,40833.5,10.617258,Upper secondary,68,13,-87,North,2,1,1.2221497
684434,0,0,0,54997.74,10.915048,Upper secondary,79,24,64,Centre,2,1,1.0452754
684454,0,0,0,36886.832,10.51561,Lower secondary,76,21,-71,South and Islands,2,0,2.572372
684524,0,0,0,16880.135,9.733892,Lower secondary,81,26,-92,Centre,1,1,2.9966788
684525,0,0,0,49238.59,10.804433,University,66,11,121,Centre,2,1,1.5792875
684671,0,0,0,16300.0,9.69892,Lower secondary,61,6,36,South and Islands,2,0,2.3090346
684740,0,0,0,40615.68,10.61191,Lower secondary,48,-7,49,South and Islands,4,0,0.3117752
684885,0,0,0,33468.992,10.418375,Upper secondary,64,9,81,South and Islands,2,1,0.072544485
684937,0,0,0,12001.411,9.392779,Upper secondary,76,21,-71,South and Islands,2,0,0.5373117
685016,0,0,0,20709.408,9.938343,Lower secondary,61,6,36,South and Islands,2,1,0.16328354
685058,0,0,0,22460.045,10.019493,Lower secondary,67,12,-112,South and Islands,1,0,0.84216446
685130,0,0,0,18503.764,9.825729,Primary or less,84,29,73,South and Islands,1,1,0.4452373
685149,0,0,0,29069.328,10.277439,Primary or less,69,14,-60,South and Islands,2,0,0.21139786
685164,0,0,0,128351.5,11.762527,Upper secondary,63,8,64,North,2,1,0.7967602
685296,1,1,0,31842.205,10.368548,Upper secondary,55,0,0,Centre,2,0,0.6502727
685297,1,1,0,42308.367,10.6527405,Upper secondary,59,4,16,Centre,2,0,0.33207786
685299,1,1,1,39975.535,10.596023,Upper secondary,57,2,4,Centre,3,0,0.64672655
685300,0,0,0,15187.014,9.628196,Upper secondary,74,19,105,South and Islands,1,1,2.90957
685301,0,0,0,27209.232,10.211311,Lower secondary,42,-13,-87,South and Islands,3,1,8.304829
685368,0,0,0,28973.137,10.274124,Lower secondary,62,7,49,South and Islands,3,0,0.8469831
685451,0,0,0,14074.495,9.552119,Lower secondary,88,33,65,North,1,1,0.5260342
685537,0,0,0,16801.568,9.729227,Primary or less,76,21,-71,South and Islands,2,0,0.52318805
685560,0,0,0,12065.98,9.398146,Lower secondary,78,23,17,North,1,1,5.3729725
685734,0,0,0,24611.81,10.110982,Upper secondary,76,21,-71,South and Islands,1,1,0.294691
685747,0,0,0,10218.097,9.231915,Primary or less,85,30,-124,South and Islands,1,1,3.4999645
685780,1,1,1,86480.03,11.367669,University,74,19,105,North,5,0,0.20120433
685812,0,0,0,44562.72,10.704653,Lower secondary,52,-3,9,South and Islands,4,0,1.5835923
685891,0,0,0,37225.195,10.524741,Lower secondary,77,22,-28,South and Islands,2,0,0.082835615
685895,0,0,0,26315.68,10.17792,Lower secondary,76,21,-71,South and Islands,2,0,0.29536444
685902,0,0,0,49512.16,10.809974,Upper secondary,49,-6,36,South and Islands,5,1,0.123393804
685905,0,0,0,39640.367,10.587604,Upper secondary,64,9,81,South and Islands,3,0,0.53818303
685906,0,0,0,11378.795,9.339507,Primary or less,70,15,-31,South and Islands,1,1,0.37499225
685965,0,0,0,18869.709,9.845313,Primary or less,75,20,-112,South and Islands,3,1,0.21807131
686014,0,0,0,17200.0,9.752665,Primary or less,54,-1,1,South and Islands,4,1,0.34618998
686133,0,0,0,38599.324,10.56099,Upper secondary,79,24,64,North,1,0,0.64678186
686185,0,0,0,51847.04,10.856053,Upper secondary,64,9,81,Centre,2,1,8.045495
686190,0,0,0,30231.36,10.316635,Primary or less,78,23,17,Centre,2,1,3.750816
686429,0,0,0,15115.68,9.623487,Primary or less,89,34,-124,Centre,1,1,3.1269655
686579,0,0,0,15151.568,9.625859,Primary or less,84,29,73,Centre,1,1,2.0349314
686657,1,1,1,49262.887,10.804926,Upper secondary,69,14,-60,North,1,1,0.47924522
686717,0,0,0,15000.0,9.615806,Lower secondary,61,6,36,North,2,1,1.7196419
686806,0,0,0,3900.0,8.268732,Primary or less,54,-1,1,Centre,2,1,1.7303151
686863,0,0,0,20515.852,9.928953,Primary or less,87,32,0,South and Islands,1,1,3.3851619
686866,0,0,0,71210.79,11.1734,Upper secondary,28,-27,-39,South and Islands,4,0,2.7733517
686913,0,0,0,21852.35,9.9920635,Primary or less,82,27,-39,South and Islands,2,0,2.093665
687007,0,0,0,18810.0,9.842144,Primary or less,89,34,-124,Centre,1,1,0.72295946
687018,0,0,0,28589.03,10.260778,Primary or less,90,35,-55,Centre,1,1,2.0571768
687022,0,0,0,44498.836,10.703218,Upper secondary,57,2,4,Centre,2,1,3.124036
687039,0,0,0,18087.648,9.802984,Primary or less,90,35,-55,South and Islands,1,1,2.5674253
687070,0,0,0,29104.504,10.278648,Primary or less,61,6,36,North,2,0,0.32285628
687164,0,0,0,25586.83,10.149833,Primary or less,71,16,0,South and Islands,1,0,2.3855023
687250,0,0,0,75499.87,11.231886,University,72,17,33,North,2,0,0.11961745
687287,0,0,0,29360.0,10.287389,Lower secondary,68,13,-87,South and Islands,4,1,1.557815
687291,0,0,0,22355.207,10.014814,Lower secondary,75,20,-112,South and Islands,2,1,0.77285993
687321,0,0,0,45553.312,10.726639,Upper secondary,48,-7,49,South and Islands,4,1,2.5876863
687328,0,0,0,13696.446,9.524892,Lower secondary,78,23,17,South and Islands,1,1,2.884609
687404,1,1,0,81982.34,11.31426,University,72,17,33,North,2,0,0.40531477
687685,0,0,0,15744.178,9.664226,Primary or less,78,23,17,North,1,1,5.468871
687699,0,0,0,52932.348,10.87677,University,60,5,25,North,2,0,2.9489033
687849,0,0,0,21204.076,9.961948,Lower secondary,52,-3,9,South and Islands,2,0,1.6636384
687892,0,0,0,29947.04,10.307186,Primary or less,81,26,-92,South and Islands,2,1,2.438417
687934,0,0,0,46867.04,10.75507,Upper secondary,42,-13,-87,North,6,1,1.0261881
687971,0,0,0,32518.816,10.389574,Lower secondary,79,24,64,Centre,3,1,1.1909968
687987,0,0,0,33000.0,10.404263,Lower secondary,63,8,64,North,4,0,5.3164616
687990,1,1,0,42077.098,10.647259,Upper secondary,79,24,64,North,2,0,2.1962655
688194,0,0,0,70434.84,11.162443,Upper secondary,76,21,-71,North,2,0,0.3762904
688250,0,0,0,9014.732,9.106615,Lower secondary,60,5,25,South and Islands,2,1,3.6475444
688264,0,0,0,25722.4,10.155118,Upper secondary,48,-7,49,South and Islands,4,1,8.015135
700037,0,0,0,16203.136,9.69296,Lower secondary,52,-3,9,South and Islands,3,1,0.32579294
700729,0,0,0,7151.329,8.875053,Primary or less,82,27,-39,North,2,1,0.74604136
700740,0,0,0,23900.0,10.081634,Lower secondary,62,7,49,North,4,0,1.4321362
701240,0,0,0,24215.68,10.094755,Lower secondary,56,1,1,South and Islands,3,0,0.6114195
701579,0,0,0,38597.04,10.560931,Upper secondary,84,29,73,North,2,0,0.56234026
702643,0,0,0,28615.68,10.26171,Primary or less,84,29,73,Centre,3,0,3.3100736
703258,1,0,1,38480.08,10.557896,Upper secondary,82,27,-39,Centre,2,0,0.43119326
703830,0,0,0,51645.973,10.852167,Upper secondary,74,19,105,Centre,2,0,0.6083989
704702,0,0,0,20760.0,9.9407835,Lower secondary,59,4,16,Centre,1,1,0.72568053
704752,0,0,0,33228.223,10.411155,University,73,18,68,Centre,1,0,0.6102683
704766,0,0,0,8192.509,9.010976,Primary or less,82,27,-39,Centre,1,1,1.274192
704911,0,0,0,25331.36,10.139798,Lower secondary,64,9,81,Centre,2,0,0.5879005
705116,0,0,0,32077.04,10.3758955,Upper secondary,44,-11,121,North,4,0,0.908211
705244,0,0,0,38410.344,10.556082,Lower secondary,78,23,17,North,2,0,0.6991617
706224,0,0,0,21002.508,9.952397,Lower secondary,64,9,81,South and Islands,3,0,1.01767
706234,0,0,0,16204.409,9.693039,Primary or less,89,34,-124,South and Islands,2,0,0.417066
706258,0,0,0,67320.17,11.117215,University,74,19,105,South and Islands,1,0,0.088573545
706422,0,0,0,29070.53,10.27748,Lower secondary,61,6,36,North,1,0,2.5655878
706448,0,0,0,22453.113,10.019184,University,85,30,-124,North,1,0,1.7025933
706634,0,0,0,65266.797,11.086239,Lower secondary,61,6,36,Centre,3,0,0.5498492
706727,1,1,0,85785.75,11.359609,Lower secondary,77,22,-28,North,2,1,0.06273408
706900,0,0,0,50809.055,10.83583,Upper secondary,79,24,64,North,3,0,1.7389331
706921,0,0,0,8855.68,9.088815,Upper secondary,73,18,68,North,1,1,1.2868998
707104,0,0,0,3902.806,8.269451,Lower secondary,45,-10,100,Centre,2,1,0.49887457
