nquest,stock_participation,mutual_fund_or_etf,direct_listed_stock,income,log_income,education,age,age_centered,age_centered_squared,region,household_size,female_head,weight
922429,0,0,0,21600.0,9.980449,Lower secondary,71,16,0,South and Islands,2,1,0.42286414
922432,0,0,0,41186.742,10.625872,Upper secondary,90,35,-55,South and Islands,2,0,0.058641113
922449,0,0,0,27258.531,10.213121,Upper secondary,54,-1,1,South and Islands,3,0,0.43997452
922477,0,0,0,22931.36,10.04026,Lower secondary,79,24,64,South and Islands,1,1,0.35129324
922516,0,0,0,24807.84,10.118915,Upper secondary,61,6,36,South and Islands,3,0,5.9545007
922517,0,0,0,25676.508,10.153332,Lower secondary,73,18,68,South and Islands,2,0,1.3791311
922521,0,0,0,13157.725,9.484764,Primary or less,69,14,-60,South and Islands,2,1,6.8408065
922524,0,0,0,14940.0,9.611797,Lower secondary,61,6,36,South and Islands,2,0,1.4495707
922527,0,0,0,18310.0,9.815203,Primary or less,74,19,105,South and Islands,2,1,1.3259768
922535,0,0,0,56306.273,10.938561,Lower secondary,58,3,9,South and Islands,4,0,6.864311
922536,0,0,0,14702.509,9.595774,Primary or less,91,36,16,South and Islands,1,0,3.349232
922537,0,0,0,20203.764,9.913624,University,69,14,-60,South and Islands,2,0,1.1002737
922563,0,0,0,16004.704,9.680638,Primary or less,62,7,49,South and Islands,3,0,5.1289563
922578,0,0,0,6530.0,8.7841625,Lower secondary,68,13,-87,South and Islands,1,0,3.3954332
922581,0,0,0,27006.24,10.203823,Upper secondary,59,4,16,South and Islands,1,1,4.2322636
922588,0,0,0,12057.52,9.397444,Lower secondary,68,13,-87,South and Islands,1,1,3.538335
922589,0,0,0,17375.088,9.762793,Primary or less,76,21,-71,South and Islands,1,1,3.4208124
922616,0,0,0,14301.136,9.568094,Primary or less,48,-7,49,South and Islands,2,0,0.21798854
922622,0,0,0,26618.455,10.18936,Primary or less,75,20,-112,South and Islands,2,1,0.09653555
922624,0,0,0,34308.703,10.443154,University,47,-8,64,South and Islands,2,0,0.1404451
922628,0,0,0,38429.65,10.556584,Lower secondary,74,19,105,South and Islands,3,1,0.21056956
922629,0,0,0,22809.18,10.034919,Lower secondary,58,3,9,South and Islands,2,1,0.10512377
922636,0,0,0,39033.184,10.572167,Upper secondary,51,-4,16,South and Islands,3,1,0.3364228
922638,0,0,0,21607.91,9.980815,Upper secondary,55,0,0,South and Islands,3,1,0.17170012
922640,0,0,0,18219.012,9.810221,Upper secondary,46,-9,81,South and Islands,3,1,0.40912506
922646,0,0,0,12354.704,9.421792,Primary or less,72,17,33,South and Islands,1,1,0.25965685
922648,0,0,0,26004.553,10.166027,Upper secondary,42,-13,-87,South and Islands,4,0,0.6625675
922651,0,0,0,12002.509,9.392871,Lower secondary,59,4,16,South and Islands,2,1,0.37590954
922657,0,0,0,7200.0,8.881836,Lower secondary,57,2,4,South and Islands,1,0,0.13995036
922661,0,0,0,13406.568,9.5035,Primary or less,76,21,-71,South and Islands,2,1,0.21106227
922671,0,0,0,49806.273,10.815896,Lower secondary,66,11,121,South and Islands,4,1,0.046611294
922672,0,0,0,13700.313,9.525174,Primary or less,85,30,-124,South and Islands,1,1,0.25556618
922677,0,0,0,22801.568,10.034585,Lower secondary,69,14,-60,South and Islands,2,1,0.04661312
922681,0,0,0,37806.273,10.540231,Upper secondary,57,2,4,South and Islands,2,1,0.22691804
922692,0,0,0,13201.568,9.4880905,Primary or less,87,32,0,South and Islands,1,1,0.25207186
922708,0,0,0,57237.207,10.95496,Lower secondary,66,11,121,South and Islands,4,1,1.4096473
922714,0,0,0,17244.848,9.755269,Lower secondary,63,8,64,South and Islands,2,1,2.1195285
922723,0,0,0,15907.84,9.674567,Lower secondary,66,11,121,South and Islands,1,1,3.2908833
922726,0,0,0,17514.525,9.770786,Upper secondary,56,1,1,South and Islands,3,1,1.3442935
922752,0,0,0,18810.299,9.84216,Lower secondary,72,17,33,South and Islands,1,0,0.16158475
922763,0,0,0,18354.383,9.817624,Lower secondary,79,24,64,South and Islands,2,1,0.102352366
922803,0,0,0,14401.568,9.575092,Upper secondary,37,-18,68,South and Islands,3,1,1.7800603
922805,0,0,0,35901.566,10.488536,Upper secondary,26,-29,73,South and Islands,7,1,2.6665418
922814,0,0,0,23100.0,10.047588,Primary or less,71,16,0,South and Islands,3,1,1.4452631
922816,0,0,0,10680.0,9.276128,Lower secondary,27,-28,16,South and Islands,2,0,1.0027112
922821,0,0,0,10200.0,9.230143,Lower secondary,81,26,-92,South and Islands,1,1,0.97259486
922846,0,0,0,44485.863,10.702927,Upper secondary,67,12,-112,South and Islands,2,0,0.065891705
922875,0,0,0,30409.408,10.322507,University,76,21,-71,South and Islands,1,1,0.06610856
922888,0,0,0,12200.0,9.409191,Lower secondary,73,18,68,South and Islands,1,0,0.16015992
922892,0,0,0,19104.703,9.85769,Lower secondary,72,17,33,South and Islands,5,0,0.33390707
922894,0,0,0,12001.568,9.392793,Lower secondary,64,9,81,South and Islands,2,0,0.046297155
922898,0,0,0,31404.703,10.354713,Lower secondary,75,20,-112,South and Islands,3,1,0.048794884
922903,0,0,0,14160.0,9.558176,Primary or less,78,23,17,South and Islands,1,1,0.16846754
922985,0,0,0,12982.195,9.471334,Lower secondary,61,6,36,South and Islands,1,1,0.5002259
922994,0,0,0,50981.117,10.8392105,University,66,11,121,South and Islands,1,0,0.022375405
922999,0,0,0,39218.992,10.576917,Lower secondary,61,6,36,South and Islands,3,0,0.093100026
923002,0,0,0,31035.766,10.3428955,Upper secondary,67,12,-112,South and Islands,1,1,0.20370416
923012,1,1,0,53400.47,10.885574,Upper secondary,63,8,64,South and Islands,1,0,0.52832896
923226,0,0,0,24753.137,10.116708,Lower secondary,81,26,-92,South and Islands,1,0,0.2089735
923310,0,0,0,16450.0,9.708081,Lower secondary,63,8,64,South and Islands,2,0,5.9836173
923351,0,0,0,12633.276,9.44409,Upper secondary,77,22,-28,South and Islands,1,0,0.5416315
923354,0,0,0,22100.957,10.003376,Upper secondary,73,18,68,South and Islands,3,0,0.46379226
923399,1,0,1,40760.875,10.615478,Upper secondary,51,-4,16,South and Islands,2,0,0.2631502
923416,0,0,0,62009.406,11.035042,University,60,5,25,South and Islands,4,0,0.103980765
923422,1,0,0,32013.73,10.37392,Upper secondary,51,-4,16,South and Islands,3,0,0.27538267
923436,0,0,0,16000.627,9.680384,Lower secondary,76,21,-71,South and Islands,1,1,0.26814303
923437,0,0,0,6000.0,8.699514,Upper secondary,34,-21,-71,South and Islands,1,0,0.49423662
923438,0,0,0,72088.16,11.185645,University,65,10,100,South and Islands,3,0,0.09879066
923441,0,0,0,32104.23,10.376743,Upper secondary,74,19,105,South and Islands,1,1,0.05636943
923442,1,1,0,121575.79,11.708293,University,72,17,33,South and Islands,2,0,0.013035534
923443,0,0,0,46373.78,10.74449,Upper secondary,56,1,1,South and Islands,5,0,0.42762956
923444,0,0,0,19555.137,9.880993,Primary or less,75,20,-112,South and Islands,2,1,0.31484511
923446,0,0,0,22504.703,10.02148,Primary or less,84,29,73,South and Islands,3,0,0.10527729
923447,0,0,0,42005.645,10.645559,Lower secondary,65,10,100,South and Islands,4,0,0.1750962
923497,0,0,0,8757.213,9.077633,Lower secondary,55,0,0,South and Islands,1,0,1.9408371
923530,0,0,0,39418.816,10.581999,Lower secondary,59,4,16,South and Islands,3,1,1.5558422
923533,0,0,0,34355.332,10.444512,Primary or less,78,23,17,South and Islands,3,0,2.173863
923535,1,0,1,126997.13,11.75192,Upper secondary,23,-32,0,South and Islands,4,0,2.3588803
923541,0,0,0,13902.195,9.539802,Lower secondary,64,9,81,South and Islands,1,1,2.5411487
923580,0,0,0,48424.703,10.7877655,Upper secondary,68,13,-87,South and Islands,3,0,0.15977111
923583,0,0,0,25352.791,10.140644,Primary or less,88,33,65,South and Islands,1,0,0.2551017
923630,0,0,0,14583.763,9.587664,Upper secondary,56,1,1,South and Islands,3,0,0.95146215
923640,0,0,0,10103.449,9.220633,Primary or less,81,26,-92,South and Islands,1,1,0.40528646
923664,0,0,0,12432.94,9.428104,Lower secondary,92,37,89,South and Islands,1,1,0.50012267
923739,0,0,0,10933.15,9.299555,Lower secondary,46,-9,81,South and Islands,1,0,0.41016328
923805,0,0,0,22901.135,10.038941,Primary or less,75,20,-112,South and Islands,1,1,2.2411845
923809,0,0,0,36700.63,10.51055,Lower secondary,64,9,81,South and Islands,3,0,5.0928454
923811,0,0,0,24300.246,10.098242,Primary or less,87,32,0,South and Islands,1,0,3.038841
923859,0,0,0,31470.94,10.35682,Lower secondary,68,13,-87,South and Islands,2,0,1.8470125
923887,0,0,0,33631.36,10.423214,Lower secondary,51,-4,16,South and Islands,4,1,0.778981
923888,0,0,0,20424.59,9.924495,Lower secondary,68,13,-87,South and Islands,2,1,0.41095918
923891,0,0,0,28963.262,10.273784,University,70,15,-31,South and Islands,1,0,0.59063154
923893,0,0,0,14049.359,9.550332,Lower secondary,72,17,33,South and Islands,1,1,0.42715114
923899,0,0,0,24045.621,10.087708,Primary or less,76,21,-71,South and Islands,3,1,0.54898566
923900,0,0,0,12771.704,9.454988,Lower secondary,50,-5,25,South and Islands,2,0,0.915806
923907,0,0,0,27137.03,10.208654,Upper secondary,54,-1,1,South and Islands,5,1,0.27039587
923911,0,0,0,13832.485,9.534775,Primary or less,89,34,-124,South and Islands,1,0,0.73779076
923919,0,0,0,26428.127,10.182184,Lower secondary,43,-12,-112,South and Islands,6,0,0.9477394
923977,0,0,0,34301.566,10.442946,Lower secondary,43,-12,-112,South and Islands,4,1,1.1571294
923984,0,0,0,24018.816,10.086593,Lower secondary,50,-5,25,South and Islands,4,1,0.4779899
923991,0,0,0,13000.94,9.472777,Primary or less,52,-3,9,South and Islands,1,0,1.5231996
924005,0,0,0,20959.408,9.950343,Upper secondary,37,-18,68,South and Islands,5,0,0.9688071
924026,0,0,0,39611.066,10.5868635,Upper secondary,78,23,17,South and Islands,2,0,0.08452916
924034,0,0,0,13339.408,9.498478,Primary or less,67,12,-112,South and Islands,2,0,0.30056217
924035,1,0,1,49839.836,10.81657,Lower secondary,71,16,0,South and Islands,3,0,0.088695526
924036,0,0,0,17200.941,9.75272,Upper secondary,35,-20,-112,South and Islands,1,0,0.8822709
924041,1,1,0,68124.29,11.129089,Upper secondary,63,8,64,South and Islands,4,0,0.13585834
924069,0,0,0,59106.2,10.987091,Lower secondary,57,2,4,South and Islands,3,1,0.088896394
924071,0,0,0,14567.039,9.586516,Primary or less,66,11,121,South and Islands,2,1,0.27874276
924081,0,0,0,6004.2856,8.700229,Lower secondary,55,0,0,South and Islands,1,1,0.27428362
924082,0,0,0,14414.111,9.575963,Lower secondary,77,22,-28,South and Islands,2,1,0.71680367
924088,0,0,0,37888.156,10.542394,Lower secondary,48,-7,49,South and Islands,5,1,0.097456664
924093,0,0,0,34750.207,10.455941,Upper secondary,47,-8,64,South and Islands,4,1,0.8675012
924120,0,0,0,19659.408,9.886312,Primary or less,76,21,-71,South and Islands,1,1,0.38505423
924140,0,0,0,27225.088,10.211894,Upper secondary,56,1,1,South and Islands,5,0,0.76895225
924204,0,0,0,15544.892,9.651487,Lower secondary,43,-12,-112,South and Islands,4,0,3.209599
924205,0,0,0,9249.109,9.132282,Primary or less,83,28,16,South and Islands,1,1,3.5461063
924207,0,0,0,22602.508,10.025816,Upper secondary,44,-11,121,South and Islands,4,0,8.265515
924213,0,0,0,17951.568,9.795433,Primary or less,79,24,64,South and Islands,2,0,4.120109
924221,0,0,0,29509.758,10.292477,Upper secondary,62,7,49,South and Islands,4,0,3.3905566
924229,0,0,0,11716.271,9.368734,Primary or less,89,34,-124,South and Islands,1,0,3.3535411
924264,0,0,0,51890.766,10.856896,Primary or less,82,27,-39,South and Islands,4,0,0.7483325
924269,0,0,0,6254.704,8.741089,Primary or less,92,37,89,South and Islands,1,1,2.4104102
924271,0,0,0,16748.148,9.726043,Upper secondary,72,17,33,South and Islands,1,0,1.5009708
924289,0,0,0,55735.98,10.928381,Upper secondary,35,-20,-112,South and Islands,3,0,4.813408
924290,0,0,0,34606.273,10.45179,Lower secondary,30,-25,113,South and Islands,3,0,3.0747502
924301,0,0,0,55239.965,10.919442,Lower secondary,65,10,100,South and Islands,4,0,0.8567039
924304,0,0,0,34421.953,10.44645,Upper secondary,60,5,25,South and Islands,1,0,1.5114526
924310,0,0,0,16657.137,9.720594,Lower secondary,67,12,-112,South and Islands,2,0,1.0850394
924322,0,0,0,21609.408,9.980885,Upper secondary,65,10,100,South and Islands,1,1,0.80853707
924323,0,0,0,28698.73,10.264608,Lower secondary,48,-7,49,South and Islands,4,0,4.870504
924324,0,0,0,18910.977,9.847498,Lower secondary,47,-8,64,South and Islands,4,0,4.555104
924482,0,0,0,21047.04,9.954515,Primary or less,85,30,-124,South and Islands,2,0,1.7846348
924492,0,0,0,53578.824,10.888909,Upper secondary,70,15,-31,South and Islands,2,0,2.1932425
924498,0,0,0,25959.2,10.164281,Primary or less,76,21,-71,South and Islands,2,1,1.8028728
924499,1,1,0,52513.2,10.86882,Upper secondary,75,20,-112,South and Islands,3,0,2.7463024
924509,0,0,0,28519.129,10.25833,Lower secondary,44,-11,121,South and Islands,5,0,8.245407
924513,0,0,0,30578.725,10.32806,Upper secondary,42,-13,-87,South and Islands,3,0,7.7499886
924539,0,0,0,43371.58,10.67756,Upper secondary,88,33,65,South and Islands,2,0,0.025209181
924546,0,0,0,69662.72,11.151421,Lower secondary,62,7,49,South and Islands,4,0,0.33953324
924557,0,0,0,38984.67,10.570924,Upper secondary,76,21,-71,South and Islands,1,0,0.054403447
924572,0,0,0,18559.22,9.828722,Primary or less,87,32,0,South and Islands,2,0,1.867446
924606,0,0,0,9901.353,9.200427,Upper secondary,64,9,81,South and Islands,1,1,1.2732006
924612,0,0,0,34678.4,10.453873,Upper secondary,66,11,121,South and Islands,2,0,0.28540066
924619,0,0,0,21415.36,9.971864,Primary or less,75,20,-112,South and Islands,3,0,1.6412404
924622,0,0,0,12108.765,9.401685,Lower secondary,44,-11,121,South and Islands,2,1,2.5173197
924676,0,0,0,3501.0977,8.160831,University,57,2,4,South and Islands,2,1,0.31165087
924687,0,0,0,13370.035,9.5007715,Lower secondary,39,-16,0,South and Islands,3,0,0.64566237
924701,0,0,0,8201.568,9.012081,Lower secondary,55,0,0,South and Islands,1,1,1.7525824
924706,0,0,0,17402.508,9.76437,University,61,6,36,South and Islands,1,0,1.4983548
924708,0,0,0,12202.509,9.409397,Lower secondary,52,-3,9,South and Islands,4,0,4.054296
924756,0,0,0,74456.445,11.21797,Upper secondary,73,18,68,South and Islands,2,0,0.09631381
924759,1,1,0,75521.0,11.232166,Upper secondary,64,9,81,South and Islands,2,0,0.12609929
924793,0,0,0,27601.568,10.225628,Upper secondary,52,-3,9,South and Islands,4,0,6.071327
924794,0,0,0,24497.625,10.106332,Lower secondary,59,4,16,South and Islands,4,0,2.312722
924800,0,0,0,25340.627,10.140164,Upper secondary,82,27,-39,South and Islands,1,0,2.1192951
924836,0,0,0,27868.99,10.23527,Primary or less,69,14,-60,South and Islands,2,0,0.38442442
924844,0,0,0,10776.655,9.285137,Primary or less,90,35,-55,South and Islands,1,0,0.47953963
924936,0,0,0,21131.36,9.958513,Lower secondary,79,24,64,South and Islands,2,0,1.8604275
924992,0,0,0,31593.088,10.360694,Upper secondary,51,-4,16,South and Islands,4,0,0.4465054
925011,0,0,0,12015.68,9.393968,Lower secondary,60,5,25,South and Islands,1,1,0.6334323
925027,0,0,0,28421.951,10.254917,Upper secondary,52,-3,9,South and Islands,3,1,6.6581516
925068,0,0,0,12761.951,9.454224,Primary or less,80,25,113,South and Islands,2,0,0.40568393
925111,0,0,0,4554.704,8.423916,Lower secondary,57,2,4,South and Islands,1,0,1.9408371
925112,0,0,0,22762.719,10.03288,Lower secondary,63,8,64,South and Islands,1,1,3.7668498
925114,0,0,0,22578.223,10.024741,Lower secondary,74,19,105,South and Islands,1,1,2.229487
925115,0,0,0,26950.176,10.201745,Lower secondary,51,-4,16,South and Islands,3,1,6.4023743
925116,0,0,0,21472.719,9.974539,Primary or less,84,29,73,South and Islands,1,1,3.3206794
925117,0,0,0,33774.395,10.427458,Lower secondary,67,12,-112,South and Islands,2,0,2.41427
925118,0,0,0,21807.63,9.990015,Primary or less,80,25,113,South and Islands,2,0,1.8292934
925120,1,1,0,19052.795,9.854969,Lower secondary,69,14,-60,South and Islands,1,1,3.1086755
925204,0,0,0,78523.84,11.271157,Upper secondary,53,-2,4,South and Islands,4,0,0.74626666
925216,0,0,0,22124.658,10.004448,Primary or less,78,23,17,South and Islands,2,0,0.5258909
925223,0,0,0,27600.0,10.225571,University,63,8,64,South and Islands,2,0,0.40134
925226,0,0,0,21974.064,9.997618,Upper secondary,49,-6,36,South and Islands,2,0,3.1733017
925229,0,0,0,31760.0,10.365963,Upper secondary,56,1,1,South and Islands,5,0,2.0898395
925246,0,0,0,65805.65,11.094461,University,77,22,-28,South and Islands,4,0,0.030525967
925250,0,0,0,12003.136,9.392923,Primary or less,82,27,-39,South and Islands,1,1,0.32418293
925281,0,0,0,15403.136,9.642326,Lower secondary,41,-14,-60,South and Islands,1,1,0.97691643
925284,0,0,0,26784.15,10.195565,University,47,-8,64,South and Islands,1,0,0.51214737
925291,0,0,0,24602.508,10.110603,Lower secondary,54,-1,1,South and Islands,2,0,1.1284947
925312,0,0,0,36004.703,10.491405,Upper secondary,63,8,64,South and Islands,2,0,0.575956
925316,0,0,0,18600.47,9.830942,Lower secondary,45,-10,100,South and Islands,4,0,1.0326687
925362,0,0,0,24755.268,10.116794,Upper secondary,52,-3,9,South and Islands,1,1,1.9893924
925453,0,0,0,7600.0,8.935904,Primary or less,69,14,-60,South and Islands,1,1,0.4377383
925463,0,0,0,15615.68,9.656031,Lower secondary,83,28,16,South and Islands,1,0,0.45113403
925487,0,0,0,3600.0,8.188689,Upper secondary,31,-24,64,South and Islands,1,1,1.5297134
925488,0,0,0,26451.139,10.183055,Primary or less,90,35,-55,South and Islands,2,1,0.50010633
925491,0,0,0,12419.408,9.427015,Primary or less,69,14,-60,South and Islands,2,0,0.2110518
925496,0,0,0,4200.0,8.34284,Primary or less,66,11,121,South and Islands,2,1,0.41225997
925502,0,0,0,22121.28,10.004295,Lower secondary,74,19,105,South and Islands,2,0,0.17899859
925503,0,0,0,6534.704,8.784883,Primary or less,66,11,121,South and Islands,1,1,0.20227842
925508,0,0,0,12480.0,9.431883,Primary or less,68,13,-87,South and Islands,2,0,0.18689193
925510,0,0,0,11511.818,9.35113,Primary or less,71,16,0,South and Islands,2,0,0.49124157
925521,0,0,0,11845.645,9.379716,Primary or less,70,15,-31,South and Islands,3,1,0.72634166
925541,0,0,0,12375.088,9.423441,Primary or less,77,22,-28,South and Islands,2,0,0.28790614
925543,0,0,0,21259.408,9.964555,Lower secondary,68,13,-87,South and Islands,3,0,0.067617275
925579,0,0,0,10600.0,9.268609,Lower secondary,54,-1,1,South and Islands,1,0,0.5472186
925752,0,0,0,38699.805,10.56359,Primary or less,83,28,16,South and Islands,2,0,1.0686162
925757,0,0,0,15215.68,9.630082,Primary or less,78,23,17,South and Islands,1,1,1.4235983
925759,0,0,0,20900.0,9.947504,Lower secondary,48,-7,49,South and Islands,2,1,2.4829202
925772,0,0,0,26931.36,10.201047,University,79,24,64,South and Islands,2,0,1.3613163
925868,0,0,0,45754.46,10.731045,Upper secondary,73,18,68,South and Islands,2,0,0.1404976
925956,0,0,0,18631.36,9.832602,Lower secondary,81,26,-92,South and Islands,1,1,1.143139
926095,0,0,0,25103.137,10.130748,Lower secondary,65,10,100,South and Islands,3,1,1.3803781
926099,0,0,0,9600.0,9.169518,Upper secondary,48,-7,49,South and Islands,3,1,4.4494615
926179,0,0,0,22903.764,10.039057,Lower secondary,69,14,-60,South and Islands,2,1,0.83670133
926184,0,0,0,8342.0,9.029058,Lower secondary,62,7,49,South and Islands,6,1,2.2738307
926224,0,0,0,10800.0,9.287301,Primary or less,81,26,-92,South and Islands,2,1,0.16960049
926274,0,0,0,13378.958,9.501438,Primary or less,63,8,64,South and Islands,1,1,0.18197526
926276,0,0,0,12006.271,9.393185,Primary or less,64,9,81,South and Islands,2,0,0.118884414
926278,0,0,0,28831.533,10.269225,Upper secondary,69,14,-60,South and Islands,1,1,0.15354519
926401,0,0,0,13404.568,9.503351,Primary or less,76,21,-71,South and Islands,1,1,0.61928856
926503,0,0,0,16505.895,9.7114725,Upper secondary,46,-9,81,South and Islands,1,0,2.939828
926645,1,1,0,54800.24,10.911449,Upper secondary,73,18,68,South and Islands,2,0,1.6301591
926676,0,0,0,33014.04,10.404688,Primary or less,86,31,-63,South and Islands,2,1,2.9833171
926719,0,0,0,25013.17,10.127158,Primary or less,84,29,73,South and Islands,2,0,0.085900456
926723,0,0,0,35927.633,10.489262,Primary or less,85,30,-124,South and Islands,2,1,0.9943767
926769,0,0,0,17212.543,9.753394,Lower secondary,51,-4,16,South and Islands,2,0,0.9057381
926849,1,1,0,28439.379,10.25553,University,57,2,4,South and Islands,1,0,0.30161142
926851,0,0,0,25501.197,10.146481,Lower secondary,70,15,-31,South and Islands,2,0,1.636223
926857,0,0,0,13300.0,9.49552,Lower secondary,81,26,-92,South and Islands,1,1,2.0474563
926864,0,0,0,20348.273,9.920752,Primary or less,76,21,-71,South and Islands,2,0,0.78753847
926868,0,0,0,32541.834,10.390282,Lower secondary,55,0,0,South and Islands,2,1,2.0707748
926901,0,0,0,53580.43,10.888939,Lower secondary,79,24,64,South and Islands,2,1,0.23626961
926908,1,1,1,28451.096,10.255942,Upper secondary,86,31,-63,South and Islands,1,1,0.1394205
926909,0,0,0,41054.203,10.622648,Upper secondary,76,21,-71,South and Islands,2,0,0.11087354
926941,0,0,0,57299.637,10.95605,Upper secondary,62,7,49,South and Islands,2,0,0.02714564
926972,0,0,0,24568.027,10.109201,Primary or less,86,31,-63,South and Islands,1,1,0.14479212
926973,0,0,0,40985.53,10.620975,University,59,4,16,South and Islands,1,0,0.17951019
927002,0,0,0,43531.36,10.681237,University,73,18,68,South and Islands,1,1,0.09606238
927023,0,0,0,59226.36,10.989122,University,46,-9,81,South and Islands,4,1,0.15667342
927056,0,0,0,46516.03,10.747552,Upper secondary,85,30,-124,North,2,0,1.3554037
927092,0,0,0,62251.07,11.038931,Upper secondary,63,8,64,North,2,0,0.5124653
927097,0,0,0,51078.4,10.841117,University,75,20,-112,North,2,0,0.15987551
927117,0,0,0,56478.4,10.941613,Lower secondary,64,9,81,North,4,0,0.22060688
927127,0,0,0,34723.0,10.455157,Lower secondary,68,13,-87,South and Islands,2,0,0.054369316
927128,0,0,0,48476.832,10.788841,Upper secondary,64,9,81,South and Islands,2,0,0.07610324
927175,0,0,0,35831.926,10.486594,Upper secondary,84,29,73,South and Islands,1,1,0.19695057
927180,0,0,0,29203.734,10.282052,Upper secondary,61,6,36,South and Islands,2,0,0.28718644
927183,0,0,0,44025.027,10.692513,Lower secondary,56,1,1,South and Islands,4,0,0.5452894
927196,0,0,0,24200.0,10.094108,Upper secondary,53,-2,4,South and Islands,3,1,0.74040645
927250,1,1,0,22699.598,10.030103,Upper secondary,48,-7,49,North,1,1,1.8314881
927356,1,1,0,48453.996,10.78837,Upper secondary,74,19,105,North,2,0,0.66914415
927362,0,0,0,37482.234,10.531622,Upper secondary,75,20,-112,North,2,0,0.76574254
927373,0,0,0,34015.68,10.434577,Upper secondary,45,-10,100,North,2,1,2.2877429
927441,0,0,0,16335.68,9.701107,Lower secondary,83,28,16,Centre,2,1,0.59816813
927473,0,0,0,25426.838,10.14356,Upper secondary,46,-9,81,Centre,1,1,3.5367782
927532,0,0,0,9125.68,9.118848,Upper secondary,70,15,-31,South and Islands,1,1,1.8976135
927537,0,0,0,29305.088,10.285517,Primary or less,75,20,-112,South and Islands,2,0,1.3300366
927631,0,0,0,25850.875,10.1601,Lower secondary,72,17,33,North,2,0,3.1247046
927632,0,0,0,44987.836,10.714148,University,70,15,-31,North,1,0,0.0003847637
927654,0,0,0,16000.0,9.680344,Upper secondary,61,6,36,North,1,0,8.02302
927673,1,1,0,50651.91,10.832732,Upper secondary,71,16,0,North,2,0,0.186014
927679,0,0,0,48001.36,10.778985,Lower secondary,77,22,-28,North,2,0,0.4525275
927686,0,0,0,20223.793,9.914615,Primary or less,83,28,16,North,1,1,0.6295896
927687,0,0,0,41879.777,10.642558,Upper secondary,83,28,16,North,2,1,0.40752366
927693,1,1,0,47922.297,10.777336,Lower secondary,41,-14,-60,North,4,1,1.3702328
927696,0,0,0,32004.896,10.373644,Upper secondary,51,-4,16,North,3,1,2.4196453
927704,0,0,0,56304.96,10.938538,Upper secondary,61,6,36,North,2,0,1.6220747
927709,0,0,0,29219.059,10.282577,University,76,21,-71,South and Islands,2,1,2.0504918
927716,0,0,0,14900.0,9.609117,Primary or less,80,25,113,South and Islands,2,0,2.4905791
927721,0,0,0,14000.0,9.546813,Upper secondary,62,7,49,South and Islands,1,1,5.271804
927798,0,0,0,26095.438,10.169516,Lower secondary,86,31,-63,South and Islands,1,0,2.0917795
927802,0,0,0,33295.953,10.413191,Upper secondary,64,9,81,South and Islands,2,0,2.4014204
927814,0,0,0,55733.176,10.928331,University,64,9,81,South and Islands,2,0,1.6754656
927836,0,0,0,22109.408,10.003758,Lower secondary,41,-14,-60,South and Islands,4,0,8.354533
927843,0,0,0,15183.763,9.627982,Lower secondary,70,15,-31,South and Islands,1,0,2.126464
927851,0,0,0,33015.68,10.404737,Primary or less,85,30,-124,South and Islands,2,0,1.778645
927854,0,0,0,25809.408,10.158494,Lower secondary,65,10,100,South and Islands,1,0,1.3381573
927866,0,0,0,12594.271,9.440997,Primary or less,85,30,-124,South and Islands,1,1,2.2443063
927880,0,0,0,3502.8223,8.1613245,Upper secondary,53,-2,4,South and Islands,3,1,4.0152335
927882,0,0,0,13256.796,9.492266,Lower secondary,70,15,-31,South and Islands,1,0,2.1166775
927917,0,0,0,18515.68,9.826373,Primary or less,74,19,105,South and Islands,1,0,0.28174818
927941,0,0,0,15750.031,9.6645975,Primary or less,57,2,4,South and Islands,1,0,1.5486605
927944,0,0,0,40781.36,10.61598,Lower secondary,63,8,64,South and Islands,4,0,2.246546
927946,0,0,0,40887.805,10.6185875,Lower secondary,77,22,-28,South and Islands,2,0,0.539512
927983,0,0,0,78007.25,11.264557,Upper secondary,76,21,-71,North,2,0,2.064973
927988,0,0,0,44333.227,10.69949,Lower secondary,63,8,64,North,3,0,0.7137347
927994,0,0,0,22662.203,10.028454,Lower secondary,69,14,-60,North,1,1,3.3597314
928008,0,0,0,7560.0,8.930627,Lower secondary,64,9,81,North,1,0,2.8628418
928027,0,0,0,10087.84,9.219086,Primary or less,78,23,17,North,1,1,1.0864255
928029,0,0,0,37087.14,10.521026,Upper secondary,70,15,-31,North,2,0,0.53198373
928034,0,0,0,15933.136,9.676156,Lower secondary,67,12,-112,North,3,1,1.3117739
928037,1,0,1,73674.734,11.207416,University,71,16,0,North,1,1,0.38052234
928068,0,0,0,32794.438,10.398014,Upper secondary,78,23,17,North,1,0,0.34484667
928082,0,0,0,31812.543,10.367616,Primary or less,73,18,68,North,2,0,0.29022235
928085,0,0,0,109215.49,11.601078,University,40,-15,-31,North,2,0,0.07523384
928117,0,0,0,20405.047,9.923537,Primary or less,57,2,4,Centre,1,1,6.5118628
928158,0,0,0,30010.977,10.309319,Lower secondary,60,5,25,South and Islands,3,1,0.061372373
928161,0,0,0,19325.438,9.869178,Primary or less,93,38,-92,South and Islands,1,0,0.46745676
928162,0,0,0,16082.509,9.685488,Primary or less,69,14,-60,South and Islands,2,0,0.31736508
928179,0,0,0,24200.0,10.094108,University,28,-27,-39,South and Islands,5,1,0.5935326
